linea,cx,cy,paradero,direccion
3,-39.814547, -73.237415,0,ida
3,-39.813994, -73.238022,0,ida
3,-39.813667, -73.238462,0,ida
3,-39.813329, -73.238757,0,ida
3,-39.813195, -73.239417,1,ida
3,-39.812822, -73.240426,0,ida
3,-39.812560, -73.241344,1,ida
3,-39.813102, -73.241489,0,ida
3,-39.813504, -73.241580,1,ida
3,-39.813475, -73.242126,1,ida
3,-39.813382, -73.242869,0,ida
3,-39.813283, -73.243651,0,ida
3,-39.813178, -73.244242,0,ida
3,-39.813096, -73.244819,1,ida
3,-39.813049, -73.245580,0,ida
3,-39.812929, -73.246234,0,ida
3,-39.812888, -73.246588,0,ida
3,-39.813271, -73.246754,1,ida
3,-39.813609, -73.246840,0,ida
3,-39.814009, -73.246969,1,ida
3,-39.814508, -73.247110,0,ida
3,-39.814449, -73.247844,0,ida
3,-39.814841, -73.247921,0,ida
3,-39.815331, -73.248074,0,ida
3,-39.815890, -73.248227,0,ida
3,-39.816551, -73.248456,0,ida
3,-39.817144, -73.248654,0,ida
3,-39.817708, -73.248794,1,ida
3,-39.818433, -73.248941,0,ida
3,-39.819050, -73.249082,0,ida
3,-39.819697, -73.249216,1,ida
3,-39.820383, -73.249401,0,ida
3,-39.820922, -73.249509,0,ida
3,-39.821348, -73.249611,1,ida
3,-39.821868, -73.249700,0,ida
3,-39.822534, -73.249873,1,ida
3,-39.823107, -73.249943,0,ida
3,-39.823837, -73.250000,0,ida
3,-39.824381, -73.250058,1,ida
3,-39.824842, -73.250179,0,ida
3,-39.825488, -73.250319,0,ida
3,-39.826042, -73.250434,0,ida
3,-39.826669, -73.250555,0,ida
3,-39.827394, -73.250606,1,ida
3,-39.827982, -73.250606,0,ida
3,-39.828849, -73.250683,1,ida
3,-39.829359, -73.250708,0,ida
3,-39.829976, -73.250830,0,ida
3,-39.830549, -73.250963,0,ida
3,-39.831191, -73.251072,0,ida
3,-39.831725, -73.251212,0,ida
3,-39.832220, -73.251295,0,ida
3,-39.832793, -73.251359,1,ida
3,-39.833442, -73.251558,0,ida
3,-39.833906, -73.251666,0,ida
3,-39.833649, -73.252174,0,ida
3,-39.833370, -73.252720,0,ida
3,-39.833032, -73.253327,0,ida
3,-39.832822, -73.253858,0,ida
3,-39.833195, -73.254230,0,ida
3,-39.833632, -73.254693,0,ida
3,-39.834098, -73.255102,0,ida
3,-39.834739, -73.255694,1,ida
3,-39.835065, -73.256225,0,ida
3,-39.835578, -73.256741,0,ida
3,-39.836149, -73.257302,1,ida
3,-39.836609, -73.257621,0,ida
3,-39.837046, -73.257773,0,ida
3,-39.837570, -73.257765,0,ida
3,-39.838164, -73.257841,0,ida
3,-39.838651, -73.257872,0,ida
3,-39.838995, -73.257807,0,ida
3,-39.839254, -73.257684,0,ida
3,-39.839331, -73.257716,1,ida
3,-39.839713, -73.257508,0,ida
3,-39.840135, -73.257267,0,ida
3,-39.840455, -73.257102,0,ida
3,-39.840884, -73.256910,0,ida
3,-39.841339, -73.256686,0,ida
3,-39.841781, -73.256489,0,ida
3,-39.842198, -73.256483,1,ida
3,-39.842986, -73.256408,0,ida
3,-39.843535, -73.256355,0,ida
3,-39.844108, -73.256272,0,ida
3,-39.844705, -73.256122,0,ida
3,-39.845341, -73.255835,0,ida
3,-39.845833, -73.255564,0,ida
3,-39.846279, -73.255194,0,ida
3,-39.846713, -73.254539,0,ida
3,-39.846850, -73.254139,1,vuelta
3,-39.846253, -73.255024,0,vuelta
3,-39.845640, -73.255545,0,vuelta
3,-39.844670, -73.255986,0,vuelta
3,-39.843676, -73.256196,0,vuelta
3,-39.842407, -73.256317,1,vuelta
3,-39.841476, -73.256502,0,vuelta
3,-39.841011, -73.256885,0,vuelta
3,-39.840360, -73.257102,0,vuelta
3,-39.839434, -73.257587,0,vuelta
3,-39.838684, -73.257874,1,vuelta
3,-39.837656, -73.257804,0,vuelta
3,-39.836735, -73.257644,0,vuelta
3,-39.836098, -73.257261,0,vuelta
3,-39.835677, -73.256923,1,vuelta
3,-39.835035, -73.256094,1,vuelta
3,-39.834325, -73.255246,0,vuelta
3,-39.833595, -73.254550,1,vuelta
3,-39.833168, -73.254148,0,vuelta
3,-39.833644, -73.253140,0,vuelta
3,-39.834251, -73.251986,0,vuelta
3,-39.833952, -73.251705,1,vuelta
3,-39.833345, -73.251565,0,vuelta
3,-39.832762, -73.251316,1,vuelta
3,-39.831802, -73.251239,0,vuelta
3,-39.831042, -73.251042,0,vuelta
3,-39.830450, -73.250908,1,vuelta
3,-39.829558, -73.250735,0,vuelta
3,-39.828818, -73.250665,1,vuelta
3,-39.828118, -73.250601,0,vuelta
3,-39.827574, -73.250563,0,vuelta
3,-39.827731, -73.249881,1,vuelta
3,-39.827805, -73.249475,0,vuelta
3,-39.827554, -73.249400,1,vuelta
3,-39.826689, -73.249126,0,vuelta
3,-39.825894, -73.248917,1,vuelta
3,-39.825160, -73.248697,0,vuelta
3,-39.824580, -73.248531,1,vuelta
3,-39.823854, -73.248273,0,vuelta
3,-39.823043, -73.248016,0,vuelta
3,-39.822149, -73.247774,0,vuelta
3,-39.821551, -73.247624,1,vuelta
3,-39.820925, -73.247871,0,vuelta
3,-39.820455, -73.248096,0,vuelta
3,-39.819738, -73.247892,0,vuelta
3,-39.818943, -73.247683,0,vuelta
3,-39.818115, -73.247404,0,vuelta
3,-39.817637, -73.247238,1,vuelta
3,-39.816920, -73.247013,0,vuelta
3,-39.816339, -73.246863,1,vuelta
3,-39.815614, -73.246632,1,vuelta
3,-39.815140, -73.246482,0,vuelta
3,-39.815260, -73.245752,0,vuelta
3,-39.815359, -73.244947,1,vuelta
3,-39.815495, -73.244186,0,vuelta
3,-39.815663, -73.243338,0,vuelta
3,-39.815791, -73.242517,1,vuelta
3,-39.815927, -73.241713,0,vuelta
3,-39.816166, -73.240334,1,vuelta
3,-39.816438, -73.239234,0,vuelta
3,-39.816672, -73.238138,0,vuelta
3,-39.816893, -73.237334,1,vuelta
3,-39.817097, -73.235764,0,vuelta
3,-39.816899, -73.234770,0,vuelta
3,-39.817233, -73.234001,0,vuelta
3,-39.817694, -73.233248,1,vuelta
3,-39.818204, -73.232432,0,vuelta
3,-39.818929, -73.231303,1,vuelta
3,-39.819556, -73.230422,0,vuelta
3,-39.820026, -73.230078,0,vuelta
3,-39.820511, -73.229823,1,vuelta
3,-39.821281, -73.229612,0,vuelta
3,-39.822261, -73.229166,1,vuelta
3,-39.822986, -73.228757,0,vuelta
3,-39.823721, -73.228036,0,vuelta
3,-39.824333, -73.227130,1,vuelta
3,-39.824990, -73.226199,0,vuelta
3,-39.825568, -73.225376,1,vuelta
3,-39.826312, -73.224496,0,vuelta
3,-39.827160, -73.223411,0,vuelta
3,-39.828071, -73.222269,1,vuelta
3,-39.828782, -73.221421,0,vuelta
3,-39.829443, -73.220630,1,vuelta
3,-39.830447, -73.219348,0,vuelta
3,-39.831123, -73.218480,1,vuelta
3,-39.831751, -73.217740,0,vuelta
3,-39.832314, -73.216994,1,vuelta
3,-39.832912, -73.216305,0,vuelta
3,-39.833617, -73.215380,0,vuelta
3,-39.833214, -73.214751,1,vuelta
3,-39.832889, -73.214187,0,vuelta
3,-39.832473, -73.213682,0,vuelta
3,-39.832137, -73.213209,0,vuelta
3,-39.832512, -73.212812,0,vuelta
3,-39.832779, -73.212394,0,vuelta
3,-39.832891, -73.211782,0,vuelta
3,-39.832973, -73.211171,1,vuelta
3,-39.833076, -73.210430,0,vuelta
3,-39.833179, -73.209808,0,vuelta
3,-39.833265, -73.209245,0,vuelta
3,-39.833368, -73.208692,0,vuelta
3,-39.833822, -73.208821,0,vuelta
3,-39.834369, -73.208896,1,vuelta
3,-39.834871, -73.208793,0,vuelta
3,-39.835402, -73.208691,0,vuelta
3,-39.835806, -73.208600,0,vuelta
3,-39.836198, -73.208535,1,vuelta
3,-39.836581, -73.208449,0,vuelta
3,-39.837075, -73.208385,0,vuelta
3,-39.836873, -73.208052,0,vuelta
3,-39.837135, -73.207739,0,vuelta
3,-39.837557, -73.207234,1,vuelta
3,-39.837876, -73.206895,1,vuelta
3,-39.838129, -73.206584,0,vuelta
3,-39.838479, -73.206187,0,vuelta
3,-39.838891, -73.205759,0,vuelta
3,-39.838645, -73.205357,0,vuelta
3,-39.838332, -73.204849,1,vuelta
3,-39.837990, -73.204329,0,vuelta
3,-39.837603, -73.203765,0,vuelta
3,-39.837228, -73.203261,0,vuelta
3,-39.836886, -73.202811,0,vuelta
3,-39.836594, -73.202328,0,vuelta
3,-39.836285, -73.201877,0,vuelta
3,-39.835943, -73.201346,0,vuelta
3,-39.835679, -73.201003,0,vuelta
3,-39.835474, -73.200713,0,vuelta
3,-39.835894, -73.200343,0,vuelta
3,-39.836343, -73.199957,0,vuelta
3,-39.836742, -73.199667,0,vuelta
3,-39.837121, -73.199292,0,vuelta
3,-39.837348, -73.199694,1,vuelta
3,-39.837603, -73.200080,0,vuelta
3,-39.837867, -73.200423,0,vuelta
3,-39.838122, -73.200847,0,vuelta
3,-39.838448, -73.201292,0,vuelta
3,-39.838662, -73.201700,0,vuelta
3,-39.838950, -73.202086,1,vuelta
3,-39.839210, -73.202473,0,vuelta
3,-39.839576, -73.203014,0,vuelta
3,-39.839906, -73.203540,0,vuelta
3,-39.840346, -73.204125,1,vuelta
3,-39.840808, -73.204849,0,vuelta
3,-39.841203, -73.205423,1,vuelta
3,-39.841483, -73.205799,0,vuelta
3,-39.841887, -73.205396,1,vuelta
3,-39.842266, -73.204908,0,vuelta
3,-39.842669, -73.205402,0,vuelta
3,-39.843106, -73.206002,1,vuelta
3,-39.843333, -73.205766,0,vuelta
3,-39.843625, -73.206228,0,vuelta
3,-39.843959, -73.206657,0,vuelta
3,-39.844247, -73.207075,0,vuelta
3,-39.844568, -73.207472,1,vuelta
3,-39.844832, -73.207955,0,vuelta
3,-39.845137, -73.208347,0,vuelta
3,-39.845425, -73.208770,0,vuelta
3,-39.845734, -73.209135,1,vuelta
3,-39.845989, -73.209516,0,vuelta
3,-39.846212, -73.209902,0,vuelta
3,-39.846445, -73.209674,0,vuelta
3,-39.846767, -73.209427,1,vuelta
3,-39.847195, -73.209073,1,vuelta
3,-39.847487, -73.208794,0,vuelta
3,-39.847135, -73.208192,0,vuelta
3,-39.846730, -73.207624,0,vuelta
3,-39.847090, -73.207184,0,vuelta
3,-39.847536, -73.206607,0,vuelta
3,-39.847076, -73.205901,0,vuelta
3,-39.846586, -73.205238,0,vuelta
3,-39.846145, -73.204632,0,vuelta
3,-39.845709, -73.204045,0,vuelta
3,-39.845224, -73.203362,0,vuelta
3,-39.844524, -73.202527,0,vuelta
3,-39.844480, -73.202093,0,vuelta
3,-39.844999, -73.201557,0,vuelta
3,-39.845557, -73.200785,0,vuelta
3,-39.846204, -73.200064,0,vuelta
3,-39.846743, -73.199362,0,vuelta
3,-39.847193, -73.198788,0,vuelta
3,-39.847673, -73.198208,1,vuelta
3,-39.848202, -73.197493,0,vuelta
3,-39.848883, -73.196702,0,vuelta
3,-39.849436, -73.195924,0,vuelta
3,-39.850029, -73.195241,0,vuelta
3,-39.850622, -73.194603,1,vuelta
3,-39.851288, -73.193781,0,vuelta
3,-39.851895, -73.192989,0,vuelta
3,-39.852527, -73.192179,0,vuelta
3,-39.853012, -73.191592,1,vuelta
3,-39.853639, -73.190814,0,vuelta
3,-39.854349, -73.189927,0,vuelta
3,-39.854985, -73.189015,0,vuelta
3,-39.855411, -73.188441,0,vuelta
3,-39.855979, -73.187663,0,vuelta
3,-39.856479, -73.186929,0,vuelta
3,-39.857204, -73.185978,0,vuelta
3,-39.857870, -73.185034,0,vuelta
3,-39.858355, -73.184345,0,vuelta
3,-39.858908, -73.183593,0,vuelta
3,-39.859393, -73.182884,0,vuelta
3,-39.859926, -73.182132,0,vuelta
3,-39.860294, -73.181577,0,vuelta
3,-39.860818, -73.180894,0,vuelta
3,-39.861327, -73.180212,0,vuelta
1,-39.795137, -73.201431,0,ida
1,-39.795773, -73.202146,0,ida
1,-39.796806, -73.203283,0,ida
1,-39.797873, -73.204555,0,ida
1,-39.798393, -73.205087,0,ida
1,-39.799059, -73.205836,0,ida
1,-39.799731, -73.206486,0,ida
1,-39.800013, -73.206821,0,ida
1,-39.800542, -73.207338,0,ida
1,-39.800920, -73.207765,0,ida
1,-39.801317, -73.208161,0,ida
1,-39.801679, -73.208537,0,ida
1,-39.802115, -73.208894,0,ida
1,-39.802517, -73.209028,0,ida
1,-39.803061, -73.209048,1,ida
1,-39.803600, -73.209054,0,ida
1,-39.804242, -73.209054,0,ida
1,-39.804845, -73.209022,0,ida
1,-39.805536, -73.209041,0,ida
1,-39.806267, -73.209124,0,ida
1,-39.806997, -73.209162,0,ida
1,-39.807781, -73.209252,1,ida
1,-39.808482, -73.209328,0,ida
1,-39.809231, -73.209335,0,ida
1,-39.809829, -73.209341,0,ida
1,-39.810643, -73.209347,0,ida
1,-39.811319, -73.209379,1,ida
1,-39.812005, -73.209443,0,ida
1,-39.812735, -73.209500,0,ida
1,-39.813215, -73.209520,0,ida
1,-39.813701, -73.209558,1,ida
1,-39.814401, -73.209552,0,ida
1,-39.815063, -73.209437,0,ida
1,-39.815729, -73.209405,0,ida
1,-39.816307, -73.209488,0,ida
1,-39.816881, -73.209800,1,ida
1,-39.817483, -73.210323,0,ida
1,-39.818057, -73.210872,0,ida
1,-39.818512, -73.211357,0,ida
1,-39.818841, -73.211657,0,ida
1,-39.819179, -73.211625,0,ida
1,-39.819590, -73.212161,0,ida
1,-39.820031, -73.211555,0,ida
1,-39.820071, -73.210827,0,ida
1,-39.819762, -73.210049,1,ida
1,-39.819953, -73.209181,0,ida
1,-39.820286, -73.208365,0,ida
1,-39.820766, -73.208697,1,ida
1,-39.821217, -73.209022,0,ida
1,-39.821648, -73.209309,1,ida
1,-39.822006, -73.209532,0,ida
1,-39.822182, -73.209124,0,ida
1,-39.822387, -73.208555,0,ida
1,-39.822564, -73.208050,1,ida
1,-39.822745, -73.207594,0,ida
1,-39.823075, -73.207723,0,ida
1,-39.823512, -73.208013,0,ida
1,-39.823289, -73.208624,0,ida
1,-39.823054, -73.209193,0,ida
1,-39.822852, -73.209729,1,ida
1,-39.822626, -73.210325,0,ida
1,-39.822350, -73.210969,0,ida
1,-39.822626, -73.211194,1,ida
1,-39.823017, -73.211478,1,ida
1,-39.823168, -73.211528,0,ida
1,-39.823477, -73.211072,0,ida
1,-39.823720, -73.210476,0,ida
1,-39.823906, -73.210010,1,ida
1,-39.824149, -73.209452,0,ida
1,-39.824281, -73.209071,0,ida
1,-39.824487, -73.208674,0,ida
1,-39.824820, -73.208888,0,ida
1,-39.825274, -73.209151,1,ida
1,-39.825653, -73.209393,0,ida
1,-39.826007, -73.209489,0,ida
1,-39.826386, -73.209779,0,ida
1,-39.826773, -73.209994,1,ida
1,-39.827119, -73.210224,0,ida
1,-39.826814, -73.210900,0,ida
1,-39.826567, -73.211453,0,ida
1,-39.826353, -73.212112,0,ida
1,-39.826060, -73.212853,0,ida
1,-39.825673, -73.213491,0,ida
1,-39.825315, -73.214199,0,ida
1,-39.824944, -73.214870,0,ida
1,-39.824602, -73.215546,0,ida
1,-39.824754, -73.215841,1,ida
1,-39.825162, -73.216458,0,ida
1,-39.825566, -73.217064,1,ida
1,-39.825957, -73.217697,0,ida
1,-39.826287, -73.218169,1,ida
1,-39.826658, -73.218791,0,ida
1,-39.827012, -73.219548,0,ida
1,-39.827292, -73.220411,0,ida
1,-39.827581, -73.221430,0,ida
1,-39.827881, -73.222321,0,ida
1,-39.827396, -73.223021,1,ida
1,-39.826689, -73.223806,0,ida
1,-39.826234, -73.224385,1,ida
1,-39.825780, -73.224984,0,ida
1,-39.825354, -73.225470,0,ida
1,-39.824842, -73.226259,0,ida
1,-39.824352, -73.227010,0,ida
1,-39.823653, -73.227958,0,ida
1,-39.823088, -73.228618,0,ida
1,-39.822261, -73.228998,0,ida
1,-39.821550, -73.229347,1,ida
1,-39.820670, -73.229718,0,ida
1,-39.819866, -73.229961,0,ida
1,-39.819417, -73.230356,0,ida
1,-39.818998, -73.231069,1,ida
1,-39.818549, -73.231736,0,ida
1,-39.818048, -73.232503,1,ida
1,-39.817424, -73.233550,0,ida
1,-39.816941, -73.234490,1,ida
1,-39.816440, -73.235469,0,ida
1,-39.816014, -73.236334,0,ida
1,-39.815822, -73.237123,0,ida
1,-39.815548, -73.237957,0,ida
1,-39.815204, -73.238898,1,ida
1,-39.815509, -73.237953,0,ida
1,-39.815264, -73.238765,0,ida
1,-39.815046, -73.239630,1,ida
1,-39.814859, -73.240297,0,ida
1,-39.814256, -73.240027,0,ida
1,-39.813813, -73.239801,1,ida
1,-39.813633, -73.240965,0,ida
1,-39.813453, -73.241939,0,ida
1,-39.813376, -73.242860,0,ida
1,-39.813252, -73.243807,0,ida
1,-39.813175, -73.244772,1,ida
1,-39.813064, -73.245440,0,ida
1,-39.812850, -73.246559,0,ida
1,-39.813329, -73.246760,1,ida
1,-39.813869, -73.246923,1,ida
1,-39.814493, -73.247085,0,ida
1,-39.814438, -73.247861,0,ida
1,-39.815158, -73.247996,0,ida
1,-39.815948, -73.248267,0,ida
1,-39.816946, -73.248574,0,ida
1,-39.817875, -73.248826,0,ida
1,-39.819046, -73.249052,0,ida
1,-39.819739, -73.249259,1,ida
1,-39.820473, -73.249476,0,ida
1,-39.821353, -73.249593,1,ida
1,-39.821984, -73.249756,0,ida
1,-39.822684, -73.249909,1,ida
1,-39.823536, -73.249945,0,ida
1,-39.824374, -73.250008,1,ida
1,-39.825150, -73.250243,0,ida
1,-39.825933, -73.250387,0,ida
1,-39.826550, -73.250522,0,ida
1,-39.827395, -73.250568,1,ida
1,-39.828074, -73.250622,0,ida
1,-39.828760, -73.250676,0,ida
1,-39.829612, -73.250757,0,ida
1,-39.830520, -73.250992,0,ida
1,-39.831469, -73.251145,0,ida
1,-39.832091, -73.251279,0,ida
1,-39.832696, -73.251332,1,ida
1,-39.833291, -73.251530,0,ida
1,-39.833885, -73.251583,0,ida
1,-39.833623, -73.252197,0,ida
1,-39.833390, -73.252721,1,ida
1,-39.833017, -73.253290,0,ida
1,-39.832819, -73.253836,1,ida
1,-39.833186, -73.254192,0,ida
1,-39.833634, -73.254686,1,ida
1,-39.834170, -73.255156,0,ida
1,-39.834978, -73.256100,0,ida
1,-39.835432, -73.256616,0,ida
1,-39.836149, -73.257306,0,ida
1,-39.836795, -73.257724,0,ida
1,-39.837512, -73.257716,0,ida
1,-39.838071, -73.257792,0,ida
1,-39.838520, -73.257860,0,ida
1,-39.838922, -73.257868,0,ida
1,-39.839294, -73.257701,1,ida
1,-39.839813, -73.257435,0,ida
1,-39.840477, -73.257101,0,ida
1,-39.841071, -73.256813,0,ida
1,-39.841619, -73.256555,0,ida
1,-39.842195, -73.256510,1,ida
1,-39.842947, -73.256388,0,ida
1,-39.843611, -73.256320,0,ida
1,-39.844442, -73.256166,0,ida
1,-39.845257, -73.255969,0,ida
1,-39.846055, -73.255407,0,ida
1,-39.846673, -73.254580,1,ida
1,-39.847255, -73.253723,0,ida
1,-39.848041, -73.253253,0,ida
1,-39.848822, -73.252836,0,ida
1,-39.849404, -73.252183,0,ida
1,-39.849800, -73.252570,0,ida
1,-39.850208, -73.253078,0,ida
1,-39.849701, -73.253822,0,ida
1,-39.850097, -73.254209,0,ida
1,-39.850406, -73.254573,0,ida
1,-39.850721, -73.254140,0,ida
1,-39.851064, -73.253663,1,ida
1,-39.851478, -73.253078,0,ida
1,-39.850983, -73.252555,0,ida
1,-39.850592, -73.252047,0,ida
1,-39.850220, -73.251629,1,ida
1,-39.849963, -73.251318,0,ida
1,-39.850412, -73.250696,0,ida
1,-39.849855, -73.251295,0,vuelta
1,-39.849430, -73.251864,0,vuelta
1,-39.848946, -73.252524,0,vuelta
1,-39.848335, -73.252994,0,vuelta
1,-39.847682, -73.253305,0,vuelta
1,-39.847112, -73.253631,0,vuelta
1,-39.846762, -73.254170,1,vuelta
1,-39.846349, -73.254974,0,vuelta
1,-39.845807, -73.255444,0,vuelta
1,-39.845050, -73.255824,0,vuelta
1,-39.844258, -73.256120,0,vuelta
1,-39.843320, -73.256241,0,vuelta
1,-39.842440, -73.256317,1,vuelta
1,-39.841607, -73.256484,0,vuelta
1,-39.841095, -73.256848,0,vuelta
1,-39.840361, -73.257098,0,vuelta
1,-39.839516, -73.257508,0,vuelta
1,-39.838776, -73.257827,1,vuelta
1,-39.838013, -73.257819,0,vuelta
1,-39.837203, -73.257728,0,vuelta
1,-39.836481, -73.257523,0,vuelta
1,-39.835799, -73.256947,1,vuelta
1,-39.835112, -73.256142,1,vuelta
1,-39.834448, -73.255429,0,vuelta
1,-39.833959, -73.254898,0,vuelta
