4,-39.869374, -73.186774,0,ida
4,-39.868689, -73.187152,0,ida
4,-39.867685, -73.187739,0,ida
4,-39.866632, -73.188217,0,ida
4,-39.865642, -73.188731,0,ida
4,-39.865019, -73.189345,1,ida
4,-39.864188, -73.189976,0,ida
4,-39.863246, -73.190274,0,ida
4,-39.862256, -73.190518,0,ida
4,-39.861314, -73.190806,0,ida
4,-39.860345, -73.191050,0,ida
4,-39.859569, -73.191303,1,ida
4,-39.858392, -73.191654,0,ida
4,-39.857277, -73.191925,0,ida
4,-39.856446, -73.191266,0,ida
4,-39.855656, -73.190563,0,ida
4,-39.855040, -73.189985,0,ida
4,-39.854576, -73.189570,0,ida
4,-39.854015, -73.190301,0,ida
4,-39.853433, -73.190996,0,ida
4,-39.853066, -73.191528,1,ida
4,-39.852415, -73.192268,0,ida
4,-39.851895, -73.192917,0,ida
4,-39.851306, -73.193639,0,ida
4,-39.850732, -73.194433,1,ida
4,-39.850018, -73.195173,0,ida
4,-39.849360, -73.196003,0,ida
4,-39.848626, -73.196932,0,ida
4,-39.847906, -73.197789,0,ida
4,-39.847358, -73.198601,1,ida
4,-39.846714, -73.199296,0,ida
4,-39.845738, -73.200559,0,ida
4,-39.844969, -73.201362,0,ida
4,-39.844449, -73.202011,1,ida
4,-39.843777, -73.202859,0,ida
4,-39.843161, -73.203671,1,ida
4,-39.842558, -73.204357,0,ida
4,-39.841949, -73.205115,0,ida
4,-39.841429, -73.205765,0,ida
4,-39.841194, -73.205340,1,ida
4,-39.840716, -73.204763,0,ida
4,-39.840376, -73.204150,1,ida
4,-39.839794, -73.203392,0,ida
4,-39.839268, -73.202517,0,ida
4,-39.838817, -73.201885,0,ida
4,-39.838249, -73.201046,0,ida
4,-39.837709, -73.200189,0,ida
4,-39.837336, -73.199635,1,ida
4,-39.837109, -73.199437,0,ida
4,-39.836649, -73.199680,0,ida
4,-39.836165, -73.199969,1,ida
4,-39.835554, -73.200363,1,ida
4,-39.835361, -73.200575,0,ida
4,-39.835740, -73.201038,0,ida
4,-39.836113, -73.201638,0,ida
4,-39.836538, -73.202275,0,ida
4,-39.836923, -73.202882,0,ida
4,-39.837336, -73.203420,0,ida
4,-39.836958, -73.203929,0,ida
4,-39.836532, -73.204429,0,ida
4,-39.835915, -73.205120,0,ida
4,-39.835309, -73.205863,0,ida
4,-39.835554, -73.206288,0,ida
4,-39.835886, -73.206766,1,ida
4,-39.836288, -73.207320,0,ida
4,-39.836748, -73.207949,0,ida
4,-39.837220, -73.208708,0,ida
4,-39.837791, -73.209490,0,ida
4,-39.838326, -73.210210,1,ida
4,-39.838944, -73.211098,0,ida
4,-39.839533, -73.211918,0,ida
4,-39.840059, -73.212748,0,ida
4,-39.840399, -73.213767,1,ida
4,-39.840586, -73.215039,0,ida
4,-39.840780, -73.216338,1,ida
4,-39.840960, -73.217502,0,ida
4,-39.841639, -73.217385,0,ida
4,-39.842518, -73.217141,1,ida
4,-39.843253, -73.216988,0,ida
4,-39.843945, -73.217015,0,ida
4,-39.844874, -73.217177,0,ida
4,-39.845580, -73.217421,0,ida
4,-39.846113, -73.217863,1,ida
4,-39.846571, -73.218269,0,ida
4,-39.847139, -73.218738,0,ida
4,-39.847727, -73.219280,1,ida
4,-39.848240, -73.219803,0,ida
4,-39.848801, -73.220407,1,ida
4,-39.849507, -73.221102,0,ida
4,-39.850110, -73.221797,0,ida
4,-39.850761, -73.222419,0,ida
4,-39.851114, -73.222852,1,ida
4,-39.851682, -73.223493,0,ida
4,-39.852153, -73.224260,0,ida
4,-39.852624, -73.225225,0,ida
4,-39.852991, -73.225938,0,ida
4,-39.853393, -73.226695,0,ida
4,-39.853809, -73.227435,0,ida
4,-39.853441, -73.227986,0,ida
4,-39.853115, -73.228402,0,ida
4,-39.852737, -73.228834,0,ida
4,-39.852952, -73.229229,0,ida
4,-39.853395, -73.229585,0,ida
4,-39.853651, -73.229798,0,ida
4,-39.854117, -73.230154,0,ida
4,-39.853797, -73.230888,0,ida
4,-39.853541, -73.231578,0,ida
4,-39.853529, -73.232375,0,ida
4,-39.852918, -73.232299,0,ida
4,-39.852335, -73.232208,1,ida
4,-39.851753, -73.232026,0,ida
4,-39.851380, -73.231904,0,ida
4,-39.851106, -73.231487,0,ida
4,-39.850710, -73.231760,0,ida
4,-39.850157, -73.231601,0,ida
4,-39.849446, -73.231426,0,ida
4,-39.848771, -73.231267,0,ida
4,-39.847955, -73.231290,0,ida
4,-39.847379, -73.231449,0,ida
4,-39.846563, -73.231631,0,ida
4,-39.845905, -73.231798,0,ida
4,-39.845323, -73.231958,1,ida
4,-39.845037, -73.231995,0,ida
4,-39.844973, -73.231464,1,ida
4,-39.844822, -73.230729,0,ida
4,-39.844676, -73.229879,0,ida
4,-39.844530, -73.229037,1,ida
4,-39.844309, -73.228111,0,ida
4,-39.843907, -73.228210,1,ida
4,-39.843610, -73.227808,0,ida
4,-39.842917, -73.227975,0,ida
4,-39.843016, -73.228483,0,ida
4,-39.842323, -73.228635,0,ida
4,-39.841711, -73.228832,1,ida
4,-39.841193, -73.228968,0,ida
4,-39.840674, -73.229135,1,ida
4,-39.840004, -73.229333,1,ida
4,-39.839364, -73.229515,0,ida
4,-39.838764, -73.229568,1,ida
4,-39.838036, -73.229439,0,ida
4,-39.837937, -73.229947,1,ida
4,-39.837902, -73.230767,0,ida
4,-39.837807, -73.231727,1,ida
4,-39.837721, -73.232521,0,ida
4,-39.837663, -73.233256,1,ida
4,-39.837557, -73.234404,0,ida
4,-39.837301, -73.235388,0,ida
4,-39.836858, -73.236335,0,ida
4,-39.836380, -73.237273,0,ida
4,-39.835514, -73.237607,0,ida
4,-39.834724, -73.237896,0,ida
4,-39.833906, -73.238220,0,ida
4,-39.833248, -73.238744,0,ida
4,-39.832743, -73.239285,0,ida
4,-39.832119, -73.238347,0,ida
4,-39.831745, -73.237679,0,ida
4,-39.831191, -73.238220,1,ida
4,-39.830429, -73.238933,1,ida
4,-39.830214, -73.239312,0,ida
4,-39.829479, -73.238563,0,ida
4,-39.828835, -73.237670,0,ida
4,-39.828357, -73.236912,1,ida
4,-39.827768, -73.235929,0,ida
4,-39.827193, -73.234982,1,ida
4,-39.826632, -73.234133,0,ida
4,-39.826029, -73.233105,0,ida
4,-39.825502, -73.232122,0,ida
4,-39.825295, -73.230669,1,ida
4,-39.825142, -73.229343,0,ida
4,-39.824421, -73.228089,0,ida
4,-39.823957, -73.227557,0,ida
4,-39.823521, -73.228143,1,ida
4,-39.822696, -73.228838,0,ida
4,-39.821636, -73.229316,1,ida
4,-39.820680, -73.229704,0,ida
4,-39.819675, -73.230119,0,ida
4,-39.819114, -73.230949,1,ida
4,-39.818462, -73.231824,0,ida
4,-39.817991, -73.232573,1,ida
4,-39.817430, -73.233574,0,ida
4,-39.816862, -73.234639,1,ida
4,-39.816390, -73.235559,0,ida
4,-39.815677, -73.236181,1,ida
